domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.idnes.cz,0.1129791847041847,0.16770592683642033,0.5863015151515152,0.106925206303329,10.0
www.novinky.cz,0.11647171115921115,0.15731571605270286,0.5885665283790285,0.14739786975018382,10.0
domaci.hn.cz,0.0,1.0,0.0,1.0,1.0
ekonom.cz,0.0,1.0,0.0,1.0,1.0
magazin.aktualne.cz,0.0,1.0,0.0,1.0,1.0
zpravy.aktualne.cz,0.0,1.0,0.0,1.0,1.0
